url,label
http://roblox.com.ge/users/7169229202/profile,1
http://www.amazone-clone-snowy.vercel.app/,1
http://emerydoucelin00-cmd.github.io/instagram.com,1
http://betlink21.pro/,1
http://bonusaile.com/,1
http://secure-doproco.com/,1
https://www.robiox.com.gr/users/8408154034/profile,1
https://yrosbsjf.top/usamp/?vs=EPkkkU&nm=128304&pt=19&ic=1&uls=[%22https://0lini549.top/1/?vs=EPkkkU&nm=128305&pt=2&ic=1%22]/,1
https://notifyhubss.net/d941d30dc796e741fcpa74e414523246c4d9.html/,1
http://kucoinilogz.webflow.io/,1
http://trrezoorwallett.webflow.io/,1
https://creiptocologinn.webflow.io/,1
http://giris.galabet1060resmi.com/,1
http://galabetgiris-2026.com/,1
http://m.galabet-brlz.com/,1
https://www.roblox.com.gl/users/382739783717/profile,1
https://meta-design.vercel.app/,1
http://www.meta-design.vercel.app/,1
http://trusstccapitallogin.webflow.io/,1
https://bitmdarttlogin.webflow.io/,1
https://notifyhubss.net/d776170367be764266pac6e3ae4249f8e3e5.html/,1
https://www.robiox.com.py/games/109983668079237/SKIBIDI-Steal-a-Brainrot?privateServerLinkCode=363338225260475716565485293185,1
http://aesthest.tttw20hc8.cc/watchfasd22fqvptwhv3Q&start_radio=1/,1
https://www.ma-carte-renouvellement.com/pages/billing.php,1
http://www.ma-carte-renouvellement.com/,1
https://a-mettamaxsk-logjiin.godaddysites.com/,1
http://www.a-mettamaxsk-logjiin.godaddysites.com/,1
https://block-filogenx.gitbook.io/us,1
http://block-filogenx.gitbook.io/,1
https://notifyhubss.net/16a74a41c5e9544e57gb8ea68580f7ebdc4b.html,1
http://www.easybank.vercel.app/,1
http://www.facebook-login-facebook.blogspot.com/,1
https://secure-datalink.org/landing/form/9ecc9ec7-1f3f-4351-86a5-88f0ba6c3e6d,1
https://secure-datalink.org/landing/form/41cdf127-dfda-4ef3-9bb4-75c273238b1a,1
https://secure-datalink.org/landing/form/abe2478b-adad-443e-816d-901cc7cb6882,1
https://secure-datalink.org/landing/form/a404b513-b2c9-49e4-95f6-175be358930a,1
http://iuophidldlognhus.godaddysites.com/,1
https://adminadsadd.com/,1
http://logxn_gemini.godaddysites.com/,1
http://135461223.site/sv/832/4018e9b9-c863-4e9f-8ab5-a1407efba4ab/724867,1
https://135461223.site/sv/832/4018e9b9-c863-4e9f-8ab5-a1407efba4ab/724867/x,1
http://135461223.site/832/4018e9b9-c863-4e9f-8ab5-a1407efba4ab/724867,1
https://135461223.site/832/4018e9b9-c863-4e9f-8ab5-a1407efba4ab/724867/,1
https://secure-datalink.org/landing/form/fdd4b8f5-cda9-4fba-9583-96798646a587,1
https://secure-datalink.org/landing/form/fc037979-13ab-456f-bfb6-c123a3fbd12f,1
https://135461223.site/sv/404/1cef4705-f4de-4d43-8728-8e8e4b6310a9/729371/x,1
http://135461223.site/sv/404/1cef4705-f4de-4d43-8728-8e8e4b6310a9/729371,1
https://135461223.site/sv/404/1cef4705-f4de-4d43-8728-8e8e4b6310a9/729371/,1
http://meto-maasskglowin01.godaddysites.com/,1
https://notifyhubss.net/d026401ce777094af4pb326a23d234109166.html/,1
https://secure-datalink.org/landing/form/581295c8-22cd-407c-87e8-2667687f9ff1,1
http://kucionlogines.webflow.io/,1
https://shopee0547.blogspot.com/,1
https://www.shopee0547.blogspot.com/,1
http://logix-robnhood.square.site/,1
https://instalafacebook.blogspot.com/,1
http://masterboxy.netlify.app/,1
http://www.ledger-com-start.vercel.app/,1
http://ecommerce-clone-gules.vercel.app/,1
https://secure-datalink.org/landing/form/678db7dc-a3cc-4162-977f-2e1fac1e000b,1
https://secure-datalink.org/landing/form/65df7b30-2b63-466e-bdf8-fccc03a0d582,1
https://login-facebook-facebook.blogspot.com/,1
https://bitmarrtlogini.webflow.io/,1
http://www.live-ledgerlive.vercel.app/,1
https://secure-datalink.org/landing/form/71b86179-8b77-46ac-8c1d-83b31421e8bd,1
http://www.gaanimeelogii.godaddysites.com/,1
https://secure-datalink.org/landing/form/c8a4e594-8eca-424f-baa2-731e73533067,1
http://facebook-reward.blogspot.com/,1
http://amazon-clone-mu-five.vercel.app/,1
https://financialalertsystem.com/landing/form/fd5acaa4-003b-48bb-92c1-c71cc6368580,1
https://netflix-clone-theta-ashen.vercel.app/,1
http://www.netflix-clone-theta-ashen.vercel.app/,1
https://easybank-landing-page-alpha-seven.vercel.app/,1
http://www.easybank-landing-page-alpha-seven.vercel.app/,1
https://dogstagram-c8myob4rn-jerrykapa.vercel.app/login,1
http://bet9705365.com/,1
http://kuucoinaloginw.webflow.io/,1
http://view-help---auth---bitmert--sso.webflow.io/,1
https://roblox.com.ge/communities/8366212734/OrbanMm2,1
https://netflix-clone-rho-six.vercel.app/,1
https://registrasixpinjamanxyz.advnx.my.id/,1
https://facebook-clone-kappa-ten.vercel.app/,1
http://www.facebook-clone-kappa-ten.vercel.app/,1
https://binance-news.blogspot.com/,1
http://blockfifi_log_usa.godaddysites.com/,1
https://secure-datalink.org/landing/form/cf001f67-dd6f-44d8-8b52-d90c30ca7d9c,1
https://secure-datalink.org/landing/form/5f8c8409-46d5-4be1-bd8a-2e5ada21e52c,1
http://qocuinlogingle.webflow.io/,1
https://trezortfwallet.webflow.io/,1
https://www.shopee582.blogspot.com/?m=1,1
https://ledegr-liveapp.wixstudio.com/us-en,1
https://suites-home-trzor.wixstudio.com/home,1
http://shopee582.blogspot.com/,1
http://bittbartihlogin.webflow.io/,1
https://www.google.com,0
https://www.github.com,0
https://www.wikipedia.org,0
